time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2019-05-01T00:00:00.0000000Z,2019-05-01T01:00:00.0000000Z,2019-05-01T00:00:01.0000000Z,2019-05-01T00:59:59.0000000Z,160.39224653,173.09,158.11,160.36072747,54531.537818636,6636
2019-05-01T01:00:00.0000000Z,2019-05-01T02:00:00.0000000Z,2019-05-01T01:00:00.0000000Z,2019-05-01T01:59:57.0000000Z,171.45,174.9975,151.33,158.06525019,42703.599912887,4627
2019-05-01T02:00:00.0000000Z,2019-05-01T03:00:00.0000000Z,2019-05-01T02:00:03.7540000Z,2019-05-01T02:59:59.5960000Z,160.7,172.87513518,157.84974683,161.04,30360.490631946,3183
2019-05-01T03:00:00.0000000Z,2019-05-01T04:00:00.0000000Z,2019-05-01T03:00:00.0000000Z,2019-05-01T03:59:58.1890000Z,170.5,172.894,157.58914653,160.53,39906.490258841,3966
2019-05-01T04:00:00.0000000Z,2019-05-01T05:00:00.0000000Z,2019-05-01T04:00:00.0000000Z,2019-05-01T04:59:59.9700000Z,170,171.74301071,151.33,159.508,50956.64691068,3822
2019-05-01T05:00:00.0000000Z,2019-05-01T06:00:00.0000000Z,2019-05-01T05:00:00.0000000Z,2019-05-01T05:59:58.7600000Z,169.41,171.74301067,152.9,159.718,26471.397413027,2435
2019-05-01T06:00:00.0000000Z,2019-05-01T07:00:00.0000000Z,2019-05-01T06:00:00.0000000Z,2019-05-01T06:59:59.0000000Z,169.09,171.74301068,152.5,169.8,28198.62474362,2946
2019-05-01T07:00:00.0000000Z,2019-05-01T08:00:00.0000000Z,2019-05-01T07:00:00.0000000Z,2019-05-01T07:59:59.0000000Z,169.81,171.29610282,145.5,161.68,27636.405763631,2260
2019-05-01T08:00:00.0000000Z,2019-05-01T09:00:00.0000000Z,2019-05-01T08:00:00.0000000Z,2019-05-01T08:59:55.7740000Z,169.65,172.15819118,155.34,158.87,50361.198336588,3898
2019-05-01T09:00:00.0000000Z,2019-05-01T10:00:00.0000000Z,2019-05-01T09:00:01.0000000Z,2019-05-01T09:59:58.0000000Z,158.5508069,170,151.21,158.67594822,22934.045113218,2296
2019-05-01T10:00:00.0000000Z,2019-05-01T11:00:00.0000000Z,2019-05-01T10:00:15.0000000Z,2019-05-01T10:59:59.0000000Z,158.98,170.3,157.90693912,160.31315589,24769.407100778,1982
2019-05-01T11:00:00.0000000Z,2019-05-01T12:00:00.0000000Z,2019-05-01T11:00:01.3240000Z,2019-05-01T11:59:57.0000000Z,158.94,170.3,155,158.68792122,24839.899760592,3319
2019-05-01T12:00:00.0000000Z,2019-05-01T13:00:00.0000000Z,2019-05-01T12:00:00.0000000Z,2019-05-01T12:59:59.0000000Z,169.2,170.9999846,155,158.44,35581.153252363,4097
2019-05-01T13:00:00.0000000Z,2019-05-01T14:00:00.0000000Z,2019-05-01T13:00:00.0000000Z,2019-05-01T13:59:57.0000000Z,158.71,170.28588195,156.29396145,158.36,32967.554096218,3038
2019-05-01T14:00:00.0000000Z,2019-05-01T15:00:00.0000000Z,2019-05-01T14:00:00.0000000Z,2019-05-01T14:59:59.0000000Z,167.92,170.200888,155.92285776,167.83,26248.789253681,3288
2019-05-01T15:00:00.0000000Z,2019-05-01T16:00:00.0000000Z,2019-05-01T15:00:10.7010000Z,2019-05-01T15:59:59.4300000Z,158.35,169.0009361,151.13,158.51,23388.026096473,3002
2019-05-01T16:00:00.0000000Z,2019-05-01T17:00:00.0000000Z,2019-05-01T16:00:01.0000000Z,2019-05-01T16:59:59.9600000Z,168.01,170.20089733,156.43236708,158.83,28090.683484946,3553
2019-05-01T17:00:00.0000000Z,2019-05-01T18:00:00.0000000Z,2019-05-01T17:00:01.7960000Z,2019-05-01T17:59:59.0000000Z,158.83,170.19,156.55808964,169.14,36912.842014412,4128
2019-05-01T18:00:00.0000000Z,2019-05-01T19:00:00.0000000Z,2019-05-01T18:00:00.5820000Z,2019-05-01T18:59:59.0000000Z,160.24,170.03725418,156.77710993,157.86435103,49399.998375858,4681
2019-05-01T19:00:00.0000000Z,2019-05-01T20:00:00.0000000Z,2019-05-01T19:00:08.2350000Z,2019-05-01T19:59:58.3160000Z,158.75,169.88223195,156.13,157.45,55579.585264714,4983
2019-05-01T20:00:00.0000000Z,2019-05-01T21:00:00.0000000Z,2019-05-01T20:00:00.0000000Z,2019-05-01T20:59:57.0000000Z,157.5,168.85251486,156.02472,158.76143923,31146.096784431,2633
