time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2019-04-01T00:00:00.0000000Z,2019-04-01T01:00:00.0000000Z,2019-04-01T00:00:04.0000000Z,2019-04-01T00:59:58.0000000Z,61.486,62.288,59.44721,60.38911645,20153.879086695,1509
2019-04-01T01:00:00.0000000Z,2019-04-01T02:00:00.0000000Z,2019-04-01T01:00:12.0000000Z,2019-04-01T01:59:58.1210000Z,60.38811502,62.3,59.614077,60.61,33993.239769277,1911
2019-04-01T02:00:00.0000000Z,2019-04-01T03:00:00.0000000Z,2019-04-01T02:00:39.0000000Z,2019-04-01T02:59:59.0000000Z,60.22,62.3,59.593026,60.63619878,13545.891948488,1144
2019-04-01T03:00:00.0000000Z,2019-04-01T04:00:00.0000000Z,2019-04-01T03:00:00.0000000Z,2019-04-01T03:59:58.0000000Z,60.24016906,62.3,59.35522,61.656,13032.393991229,1284
2019-04-01T04:00:00.0000000Z,2019-04-01T05:00:00.0000000Z,2019-04-01T04:00:00.4660000Z,2019-04-01T04:59:40.0000000Z,60.6,62.3,60.15122813,60.32,9002.849474243,1250
2019-04-01T05:00:00.0000000Z,2019-04-01T06:00:00.0000000Z,2019-04-01T05:00:01.0000000Z,2019-04-01T05:59:58.0000000Z,60.48938754,62.2,60.19176022,60.40932944,17598.720938623,1131
2019-04-01T06:00:00.0000000Z,2019-04-01T07:00:00.0000000Z,2019-04-01T06:00:01.0000000Z,2019-04-01T06:59:53.0000000Z,60.36959631,62.2,58.07002,60.45300911,10645.286815572,844
2019-04-01T07:00:00.0000000Z,2019-04-01T08:00:00.0000000Z,2019-04-01T07:00:06.0000000Z,2019-04-01T07:59:51.0000000Z,60.36,62.2,59.18163,60.24454534,8975.564998716,871
2019-04-01T08:00:00.0000000Z,2019-04-01T09:00:00.0000000Z,2019-04-01T08:00:00.0000000Z,2019-04-01T08:59:57.0000000Z,60.29,63.00000007,59.00009,60.22,11498.15370606,914
2019-04-01T09:00:00.0000000Z,2019-04-01T10:00:00.0000000Z,2019-04-01T09:00:01.0000000Z,2019-04-01T09:59:49.0000000Z,60.24201521,68.9,59.102748,68.9,8774.89429213,866
2019-04-01T10:00:00.0000000Z,2019-04-01T11:00:00.0000000Z,2019-04-01T10:00:00.0000000Z,2019-04-01T10:59:54.0000000Z,60.34,62.2,58.37027,60.18293758,9709.770069318,803
2019-04-01T11:00:00.0000000Z,2019-04-01T12:00:00.0000000Z,2019-04-01T11:00:14.0000000Z,2019-04-01T11:59:54.0000000Z,60.22925221,62.373,59.89312217,60.29784195,9789.794291692,898
2019-04-01T12:00:00.0000000Z,2019-04-01T13:00:00.0000000Z,2019-04-01T12:00:08.0000000Z,2019-04-01T12:59:45.0000000Z,61.389,62.407,59.149963,60.19198835,9947.373180972,972
